user,song,play_count,rate
4e11f45d732f4861772b2906f81a7d384552ad12,SOQGSUC12A8C13B66D,5,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOQIOXQ12AAF3B2A37,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOQJLWB12A6701E7B3,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOQQQMM12A6310DFCC,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOQTPLM12B0B809575,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOQZBYZ12A6701E7B0,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOQZYQH12A8AE468E5,4,4
4e11f45d732f4861772b2906f81a7d384552ad12,SORAHAG12AB0182BD0,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOREPNQ12A58A7B49E,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SORQVPO12AF72A690C,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SORRCNC12A8C13FDA9,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SORVLRC12A8151E078,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SORVYXQ12AB018C994,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SORWPCP12A8C13B9D8,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SORYCIK12AB018535E,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOSACAB12AB01876E4,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOSFSWB12AB018C99A,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOSJSSU12A6D4F8F41,5,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOSKFED12A8C1343AB,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOSLQGG12A6D4F5045,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOSNYHM12A67ADAFC8,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOSVEAD12A8AE46FFA,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOSYMSX12A6310DFE2,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTCDXN12AB01876A1,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOTEFFR12A8C144765,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOTEKMT12A67AD954E,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTEPSZ12AB018C99D,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTHQRU12A58A78698,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTIFJG12A6D4F786C,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTMKZF12AB0187412,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTODTI12A8C1402D3,4,4
4e11f45d732f4861772b2906f81a7d384552ad12,SOTSHYT12A8C142868,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTTGXB12A6701FA0B,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTVFIU12AC46878B7,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOTWNDJ12A8C143984,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOUFNSM12A58A77715,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOUFPNI12A8C142D19,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOUGCDK12AC95F075F,8,8
4e11f45d732f4861772b2906f81a7d384552ad12,SOUGLIK12A8C143DF4,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOULBNJ12AB01851E9,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOUNJIO12AB0181339,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOUQQWB12AB01828AB,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOUSAXA12AF72A73F5,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOUUJMQ12A8C141D32,5,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOUVTSM12AC468F6A7,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOUZBUD12A8C13FD8E,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVALQH12AB0189114,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVCHUK12AB017F41F,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVDLZN12AB0185BEA,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVIZNF12AF72A710A,5,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOVLJHG12A81C21AA0,7,7
4e11f45d732f4861772b2906f81a7d384552ad12,SOVMOCU12A8C140E82,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVNVRF12A8C14477B,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOVPBLT12A6D4F5113,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVRTPN12AB0184F9E,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVRZIX12AAF3B2A32,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVUBST12AB018C9A4,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOVWHPM12AB017DABB,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOWGEWN12A6D4F789B,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOWGHHQ12A67021878,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOWKKGX12A6D4FCC01,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOWOMMY127F8096DF9,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOWQXHG12AB0189D1A,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOWVNWB12A8C133171,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOXAQJS12AB018CBF7,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOXDIDW12B0B80954B,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOXGXKY12A8C13A405,6,6
4e11f45d732f4861772b2906f81a7d384552ad12,SOXIIIM12A6D4F66C8,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOXLKNJ12A58A7E09A,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOXLWPN12A8C143667,6,6
4e11f45d732f4861772b2906f81a7d384552ad12,SOXPFLM12A8AE48C50,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOXPZEZ12A8AE48AC9,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOXTYBL12AB01887BB,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOXXVSU12A8C133445,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOYDTRQ12AF72A3D61,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYEQLD12AB017C713,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYEVUY12A8C145F58,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOYEZKY12AB018909A,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYFQVR12AB018ACA5,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYIWVC12A8AE47F31,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYMIMI12AB0181E5C,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYNJCS12A67ADE35F,5,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOYONCL12A8C13B9F7,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYRJTL12A67AD9551,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOYSJUV12A8C139DCE,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOYVSHP12A6702016E,2,2
4e11f45d732f4861772b2906f81a7d384552ad12,SOYYJMW12A6D4F8636,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZAPQT12A8C142821,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZGDUH12AF72A6DB2,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZPPYS12898B694CE,5,5
4e11f45d732f4861772b2906f81a7d384552ad12,SOZVCRW12A67ADA0B7,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZVUCT12A8C1424BE,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZXEZV12A6D4F737F,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOZYBGN12A8C13A93C,1,1
4e11f45d732f4861772b2906f81a7d384552ad12,SOZYSDT12A8C13BFD7,3,3
4e11f45d732f4861772b2906f81a7d384552ad12,SOZZIOH12A67ADE300,2,2
da681f423e8574d2581534fd138eae264dea0f5c,SOKVZHI12A58A7A13E,9,9
da681f423e8574d2581534fd138eae264dea0f5c,SOMGIYR12AB0187973,9,9
da681f423e8574d2581534fd138eae264dea0f5c,SORBBFV12AB017D710,13,13
da681f423e8574d2581534fd138eae264dea0f5c,SOSHJHA12AB0181410,9,9
da681f423e8574d2581534fd138eae264dea0f5c,SOVPSKL12A670206B9,42,15
da681f423e8574d2581534fd138eae264dea0f5c,SOYBHSI12A58A7D58B,5,5
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOCVTLJ12A6310F0FD,16,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOHJOLH12A6310DFE5,6,6
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOHTQAS12A6701C7BA,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOIBLKQ12AB0183E85,2,2
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOLEEUJ12A6701C787,2,2
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOLLDVS12AB0183835,2,2
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOMFUWK12A6D4F8AFA,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOMNGMO12A6702187E,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOPQLBY12A6310E992,12,12
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOPXKYD12A6D4FA876,20,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOPZKGR12A6D4F3F3A,15,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOQAJHW12AB0186004,37,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOQGVCS12AF72A078D,3,3
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOQIQZU12A6D4FB8B5,5,5
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOQTPLM12B0B809575,3,3
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SORVYXQ12AB018C994,8,8
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOSFSWB12AB018C99A,17,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOSQIHH12A8C13370B,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOSQQGF12A6310F0FB,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOTKYBW12A8C13C3EA,11,11
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOTRQEJ12AF72A45D7,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOUOPLF12AB017F40F,5,5
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOURVJI12A58A7F353,21,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOUUJMQ12A8C141D32,11,11
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOVDLZN12AB0185BEA,26,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOVGKPF12A8AE45594,3,3
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOVRTPN12AB0184F9E,14,14
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOVTLQW12AB0186641,15,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOWAACZ12A8C135AC1,3,3
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOWFPLI12A6310DFA1,20,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOWGDDU12AF72A03DA,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOWKSFG12A8C13E535,12,12
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOWOMMY127F8096DF9,18,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXGIWN12A6310E0D8,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXMGFH12A6701FF31,7,7
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXNYUA12AB017B49B,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXNZUH12AB018393F,15,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXPFLM12A8AE48C50,19,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXQYSC12A6310E908,26,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXWYZP12AF72A42A6,20,15
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOXZOMB12AB017DA15,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOYCXUA12A8C133713,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOYEVUY12A8C145F58,1,1
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOZDACG12AB01853BB,6,6
371e9aff6b9f644e7598dbc4dd5640b1544b97f3,SOZIBZP12A6701C434,11,11
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SODCNJX12A6D4F93CB,11,11
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SORALYQ12A8151BA99,9,9
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SOUVTSM12AC468F6A7,2,2
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SOVRMZU12AB017FE90,3,3
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SOWPASM12A8C142B88,3,3
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SOWSXLZ12AB017BD9A,1,1
c0ff0f1c93f67c1fb372b36b1b08bb4c76bead7d,SOYAIPB12A8C143D84,12,12
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOAXGDH12A8C13F8A1,4,4
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOHFNKO12AB017C772,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOHJOLH12A6310DFE5,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOILFUU12AB017C75F,3,3
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOIMQAK12A67ADE98C,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOODSPH12AB01819C3,4,4
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOOWVNN12A8C140775,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOPAYPV12AB017DB0C,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOPCQRT12A8C13B15D,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOPKPSQ12A58A7A5E4,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOQHWMN12A6701E2D9,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SORGVYS12A8AE48882,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOSYMSX12A6310DFE2,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOUCPBK12A58A7881A,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOUOPLF12AB017F40F,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOUSOOB12A8C13371F,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOVMGXI12AF72A80B0,6,6
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOVNVRF12A8C14477B,3,3
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOVPBLT12A6D4F5113,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOWDLPO12A6D4F72BB,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOWGCMN12A8C136E44,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOWIMTL12A8C1386DC,3,3
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOWRWMX12A8AE47FF8,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOWVBDQ12A8C13503D,1,1
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOXVVSM12A8C142224,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOXWYZP12AF72A42A6,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOXYAUN12A58A7BE87,3,3
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOYCXUA12A8C133713,2,2
13ce57b3a25ef63fa614335fd838e8024c42ec17,SOYKFFK12A8C14391D,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOAUWYT12A81C206F1,78,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOAXGDH12A8C13F8A1,10,10
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOBONKR12A58A7A7E0,271,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOBOUPA12A6D4F81F1,7,7
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOCKSGZ12A58A7CA4B,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOCVTLJ12A6310F0FD,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SODGJKH12AAA8C9487,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SODGVGW12AC9075A8D,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SODJWHY12A8C142CCE,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SODLLYS12A8C13A96B,14,14
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOEBOWM12AB017F279,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOEGIYH12A6D4FC0E3,8,8
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOFGJCW12AF72A812D,31,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOFKABN12A8AE476C6,5,5
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOFRQTD12A81C233C0,36,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOGCWUH12AC90732B0,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOGPBAW12A6D4F9F22,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOGPNGN12A8C143969,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOGSAYQ12AB018BA14,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOGTQNI12AB0184A5C,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOHTKMO12AB01843B0,5,5
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOIBLKQ12AB0183E85,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOIMCDE12A6D4F8383,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOISNSU12AC468C0D8,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOIZLKI12A6D4F7B61,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOJGSIO12A8C141DBF,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOJMUUU12A8C137A4F,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKEYJQ12A6D4F6132,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKLRPJ12A8C13C3FE,4,4
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKUAGP12A8C133B94,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKUECJ12A6D4F6129,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKUPAO12AB018D576,19,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKXYUW12A8C140229,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOKZZGT12A67ADA4C3,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOLFXKT12AB017E3E0,6,6
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOLRBSH12AB018AE7B,27,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOLRGVL12A8C143BC3,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOLZEED12A6D4FA8C9,4,4
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOMJFPG12A58A7DD95,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOMOFOP12AB01825DD,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOMRYYN12A6310F0F3,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOMYXWV12A8C14232E,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SONHVVE12AB018D038,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SONIQRE12AF72A2B02,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SONNSYV12A8C146BEC,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SONOYIB12A81C1F88C,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SONYKOW12AB01849C9,35,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOOFYTN12A6D4F9B35,6,6
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOOGBWC12A8C140B96,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOONUTJ12A6701D7B4,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOOWPBJ12A8C137FB4,42,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPDRWC12A8C141DDE,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPEOGA12AB017B694,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPFVER12AB0180FEF,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPGCOH12A8C139789,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPJULC12A6D4F667F,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPPROJ12AB0184E18,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPQLBY12A6310E992,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPUCYA12A8C13A694,6,6
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPVQLJ12A67AE2281,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOPXKYD12A6D4FA876,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOQNOAF12A8151AB86,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOQTFOR12A6D4F612A,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOQWSHS12A6701C576,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOQZYQH12A8AE468E5,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOREBOB12A6D4F7986,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSCIZP12AB0181D2F,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSHVEI12AF729AF6B,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSINBC12A67ADAEF6,4,4
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSNTSY12AF72A7B43,2,2
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSUUQF12A6D4F8B2A,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSVDRD12A67ADAEF1,5,5
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSVPIE12A6D4FA873,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOSXLTC12AF72A7F54,15,15
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTCMDJ12A6D4F8528,5,5
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTEFFR12A8C144765,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTEKMT12A67AD954E,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTKMXA12A6D4F672F,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTRQEJ12AF72A45D7,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTVLQY12A58A798C2,1,1
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTWNDJ12A8C143984,4,4
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTWSXL12A8C143349,3,3
6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOTZION12A6D4FB477,1,1
